"Story","Title","Result","Date","Stability","Duration (s)"
"Adicionar ao carrinho um item da seção Produtos Reembalados","Para adicionar um item ao carrinho","PENDING","2018-01-26T14:21:18.366-02:00","0.0","0.0"
